word,label,confidence,reason
गुजरा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
कोलेज,correct spelling,high,in reference vocabulary
जिंदगी,correct spelling,high,in reference vocabulary
पीरियड,correct spelling,high,in reference vocabulary
टीचर,correct spelling,high,in reference vocabulary
गीता,correct spelling,high,in reference vocabulary
बिजनेस,correct spelling,high,in reference vocabulary
पढ़ाती,correct spelling,high,in reference vocabulary
बी,correct spelling,high,in reference vocabulary
कॉम,correct spelling,high,in reference vocabulary
बिजनस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
ग्रामीण,correct spelling,high,in reference vocabulary
क्षेत्र,correct spelling,high,in reference vocabulary
कक्षा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सोशल,correct spelling,high,Known English loanword correctly transcribed in Devanagari
मीडिया,correct spelling,high,Known English loanword correctly transcribed in Devanagari
उनकें,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मेंबर,correct spelling,high,in reference vocabulary
फेस्ट,correct spelling,high,in reference vocabulary
यूनिवर्सिटी,correct spelling,high,Known English loanword correctly transcribed in Devanagari
शुरू,correct spelling,high,in reference vocabulary
सिंगिंग,correct spelling,high,in reference vocabulary
चढ़,correct spelling,high,in reference vocabulary
फैस्ट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हिस्सा,correct spelling,high,in reference vocabulary
लेने,correct spelling,high,in reference vocabulary
रुचि,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
रूममेट्स,correct spelling,high,in reference vocabulary
यादगार,correct spelling,high,in reference vocabulary
सदा,correct spelling,high,in reference vocabulary
मेटेस,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
छीन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
प्रार्थे,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शरारते,correct spelling,high,in reference vocabulary
सोया,correct spelling,high,in reference vocabulary
ठंडा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
खड़ा,incorrect spelling,low,not NFC normalized
नल,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
साबुन,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
हल्ला,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मचा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
लोन,correct spelling,high,in reference vocabulary
लाइफ,correct spelling,high,in reference vocabulary
जिया,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
यादें,correct spelling,high,in reference vocabulary
सिमट,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सैल्फी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
वगैराह,correct spelling,high,in reference vocabulary
संजो,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सहज,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
संजोग,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
सकें,correct spelling,high,in reference vocabulary
मेमोरी,correct spelling,high,in reference vocabulary
इनको,correct spelling,high,in reference vocabulary
सेव,correct spelling,high,in reference vocabulary
सके,correct spelling,high,in reference vocabulary
यहीं,correct spelling,high,in reference vocabulary
केसा,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मैंम,correct spelling,high,in reference vocabulary
डिफरेंस,correct spelling,high,in reference vocabulary
जानना,correct spelling,high,in reference vocabulary
चाहूं,correct spelling,high,in reference vocabulary
आपा,correct spelling,high,in reference vocabulary
उनमें,correct spelling,high,in reference vocabulary
सेम,correct spelling,high,in reference vocabulary
आपन,correct spelling,high,in reference vocabulary
शेड्यू्ल्,incorrect spelling,low,misspelling patterns: halant at word end
पहुंचना,correct spelling,high,in reference vocabulary
आना,correct spelling,high,in reference vocabulary
दिनचर्याय,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
मिस,correct spelling,high,in reference vocabulary
चलेगा,correct spelling,high,in reference vocabulary
सरअ,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पेप,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
पेपर,correct spelling,high,Known English loanword correctly transcribed in Devanagari
वरना,correct spelling,high,in reference vocabulary
अनुपम,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
फाइनेंस,correct spelling,high,in reference vocabulary
पढ़ाते,correct spelling,high,in reference vocabulary
सेकंड,correct spelling,high,in reference vocabulary
ईयर,correct spelling,high,in reference vocabulary
बताते,correct spelling,high,in reference vocabulary
छोटीछोटी,correct spelling,high,in reference vocabulary
बारीकियों,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बुढ़े,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
बीस,correct spelling,high,in reference vocabulary
पढ़कर,correct spelling,high,in reference vocabulary
बेहतरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
जिनको,correct spelling,high,in reference vocabulary
सच,correct spelling,high,in reference vocabulary
पाँच,correct spelling,high,in reference vocabulary
छह,correct spelling,high,in reference vocabulary
आधारित,correct spelling,high,in reference vocabulary
शायरी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
आईडी,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
शर्माने,correct spelling,low,OOV — not in reference vocab (may be valid proper noun/loanword)
